port,country,locode,lat,lon,rank,global_trade,port_url,port_in_vessels_graph,Port_arrivals_and_departures_graph,container_trade_graph,map
Cartagena,ES,ES CAR,37.5833,-0.983333,406,0.01,https://www.econdb.com/maritime/ports/async/ES CAR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ES CAR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ES CAR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ES CAR,https://www.econdb.com/maritime/search/?ab=37.533300000000004%2C-1.033333%2C37.6333%2C-0.933333&center=37.5833%2C-0.983333
Borgstedt,DE,DE BYT,54.2,9.43,407,0.01,https://www.econdb.com/maritime/ports/async/DE BYT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DE BYT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DE BYT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DE BYT,https://www.econdb.com/maritime/search/?ab=54.150000000000006%2C9.379999999999999%2C54.25%2C9.48&center=54.2%2C9.43
Istanbul,TR,TR IST,41.0167,28.9667,408,0.01,https://www.econdb.com/maritime/ports/async/TR IST/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR IST,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR IST,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR IST,https://www.econdb.com/maritime/search/?ab=40.9667%2C28.9167%2C41.0667%2C29.0167&center=41.0167%2C28.9667
Dutch Harbor,US,US DUT,53.9,-166.533,409,0.01,https://www.econdb.com/maritime/ports/async/US DUT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US DUT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US DUT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US DUT,https://www.econdb.com/maritime/search/?ab=53.85%2C-166.583%2C53.949999999999996%2C-166.48299999999998&center=53.9%2C-166.533
Kristiansand,NO,NO KRS,58.15,8,410,0.01,https://www.econdb.com/maritime/ports/async/NO KRS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NO KRS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NO KRS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NO KRS,https://www.econdb.com/maritime/search/?ab=58.1%2C7.95%2C58.199999999999996%2C8.05&center=58.15%2C8.0
Bristol,UK,GB BRS,51.4667,-2.63333,411,0.01,https://www.econdb.com/maritime/ports/async/GB BRS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB BRS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB BRS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB BRS,https://www.econdb.com/maritime/search/?ab=51.416700000000006%2C-2.6833299999999998%2C51.5167%2C-2.58333&center=51.4667%2C-2.63333
Itaguai Sepetiba,BR,BR IGI,-22.9674,-43.7056,412,0.01,https://www.econdb.com/maritime/ports/async/BR IGI/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BR IGI,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BR IGI,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BR IGI,https://www.econdb.com/maritime/search/?ab=-23.017400000000002%2C-43.755599999999994%2C-22.9174%2C-43.6556&center=-22.9674%2C-43.7056
Zhoushan,CN,CN ZOS,30,122.1,413,0.01,https://www.econdb.com/maritime/ports/async/CN ZOS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN ZOS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN ZOS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN ZOS,https://www.econdb.com/maritime/search/?ab=29.95%2C122.05%2C30.05%2C122.14999999999999&center=30.0%2C122.1
St John,CA,CA SJB,45.2667,-66.05,414,0.01,https://www.econdb.com/maritime/ports/async/CA SJB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA SJB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA SJB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA SJB,https://www.econdb.com/maritime/search/?ab=45.2167%2C-66.1%2C45.3167%2C-66.0&center=45.2667%2C-66.05
Portbury,UK,GB PRU,51.28,-2.43,415,0.01,https://www.econdb.com/maritime/ports/async/GB PRU/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB PRU,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB PRU,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB PRU,https://www.econdb.com/maritime/search/?ab=51.230000000000004%2C-2.48%2C51.33%2C-2.3800000000000003&center=51.28%2C-2.43
Sousse,TN,TN SUS,35.8333,10.65,416,0.01,https://www.econdb.com/maritime/ports/async/TN SUS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TN SUS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TN SUS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TN SUS,https://www.econdb.com/maritime/search/?ab=35.783300000000004%2C10.6%2C35.8833%2C10.700000000000001&center=35.8333%2C10.65
Berbera,SO,SO BBO,10.45,45.0167,417,0.01,https://www.econdb.com/maritime/ports/async/SO BBO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=SO BBO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=SO BBO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=SO BBO,https://www.econdb.com/maritime/search/?ab=10.399999999999999%2C44.9667%2C10.5%2C45.0667&center=10.45%2C45.0167
Rosario,AR,AR ROS,-32.95,-60.6333,418,0.01,https://www.econdb.com/maritime/ports/async/AR ROS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AR ROS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AR ROS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AR ROS,https://www.econdb.com/maritime/search/?ab=-33.0%2C-60.683299999999996%2C-32.900000000000006%2C-60.5833&center=-32.95%2C-60.6333
Rizhao,CN,CN RZH,35.3833,119.567,419,0.01,https://www.econdb.com/maritime/ports/async/CN RZH/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN RZH,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN RZH,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN RZH,https://www.econdb.com/maritime/search/?ab=35.3333%2C119.517%2C35.433299999999996%2C119.61699999999999&center=35.3833%2C119.567
Takoradi,GH,GH TKD,4.88333,-1.73333,420,0.01,https://www.econdb.com/maritime/ports/async/GH TKD/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GH TKD,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GH TKD,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GH TKD,https://www.econdb.com/maritime/search/?ab=4.83333%2C-1.78333%2C4.93333%2C-1.68333&center=4.88333%2C-1.73333
Nacala,MZ,MZ MNC,-14.5333,40.6667,421,0.01,https://www.econdb.com/maritime/ports/async/MZ MNC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=MZ MNC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=MZ MNC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=MZ MNC,https://www.econdb.com/maritime/search/?ab=-14.583300000000001%2C40.6167%2C-14.4833%2C40.716699999999996&center=-14.5333%2C40.6667
MOGADISHU,SO,SO MGQ,2.02366,45.3352,422,0.01,https://www.econdb.com/maritime/ports/async/SO MGQ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=SO MGQ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=SO MGQ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=SO MGQ,https://www.econdb.com/maritime/search/?ab=1.97366%2C45.2852%2C2.07366%2C45.3852&center=2.02366%2C45.3352
Niigata Ko,JP,JP KIJ,37.9167,139.05,423,0.01,https://www.econdb.com/maritime/ports/async/JP KIJ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP KIJ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP KIJ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP KIJ,https://www.econdb.com/maritime/search/?ab=37.8667%2C139.0%2C37.966699999999996%2C139.10000000000002&center=37.9167%2C139.05
Naha Ko,JP,JP NAH,26.2167,127.683,424,0.01,https://www.econdb.com/maritime/ports/async/JP NAH/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP NAH,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP NAH,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP NAH,https://www.econdb.com/maritime/search/?ab=26.1667%2C127.63300000000001%2C26.2667%2C127.733&center=26.2167%2C127.683
Stavanger,NO,NO SVG,58.9667,5.75,425,0.01,https://www.econdb.com/maritime/ports/async/NO SVG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NO SVG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NO SVG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NO SVG,https://www.econdb.com/maritime/search/?ab=58.916700000000006%2C5.7%2C59.0167%2C5.8&center=58.9667%2C5.75
Khoms,LY,LY KHO,32.651,14.2679,426,0.01,https://www.econdb.com/maritime/ports/async/LY KHO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=LY KHO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=LY KHO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=LY KHO,https://www.econdb.com/maritime/search/?ab=32.601000000000006%2C14.217899999999998%2C32.701%2C14.3179&center=32.651%2C14.2679
Mizushima Ko,JP,JP MIZ,34.5,133.75,427,0.01,https://www.econdb.com/maritime/ports/async/JP MIZ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP MIZ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP MIZ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP MIZ,https://www.econdb.com/maritime/search/?ab=34.45%2C133.7%2C34.55%2C133.8&center=34.5%2C133.75
Kuantan New Port,MY,MY KUA,3.96667,103.433,428,0.01,https://www.econdb.com/maritime/ports/async/MY KUA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=MY KUA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=MY KUA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=MY KUA,https://www.econdb.com/maritime/search/?ab=3.9166700000000003%2C103.38300000000001%2C4.01667%2C103.483&center=3.96667%2C103.433
Marin,ES,ES MPG,42.4,-8.7,429,0.01,https://www.econdb.com/maritime/ports/async/ES MPG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ES MPG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ES MPG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ES MPG,https://www.econdb.com/maritime/search/?ab=42.35%2C-8.75%2C42.449999999999996%2C-8.649999999999999&center=42.4%2C-8.7
Cadiz,ES,ES CAD,36.5333,-6.3,430,0.01,https://www.econdb.com/maritime/ports/async/ES CAD/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ES CAD,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ES CAD,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ES CAD,https://www.econdb.com/maritime/search/?ab=36.4833%2C-6.35%2C36.583299999999994%2C-6.25&center=36.5333%2C-6.3
Suva Harbor,FJ,FJ SUV,-18.1333,178.417,431,0.01,https://www.econdb.com/maritime/ports/async/FJ SUV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FJ SUV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FJ SUV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FJ SUV,https://www.econdb.com/maritime/search/?ab=-18.1833%2C178.367%2C-18.083299999999998%2C178.467&center=-18.1333%2C178.417
Dordrecht,NL,NL DOR,51.8167,4.65,432,0.01,https://www.econdb.com/maritime/ports/async/NL DOR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NL DOR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NL DOR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NL DOR,https://www.econdb.com/maritime/search/?ab=51.7667%2C4.6000000000000005%2C51.866699999999994%2C4.7&center=51.8167%2C4.65
Kawasaki Ko,JP,JP KWS,35.5,139.767,433,0.01,https://www.econdb.com/maritime/ports/async/JP KWS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP KWS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP KWS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP KWS,https://www.econdb.com/maritime/search/?ab=35.45%2C139.71699999999998%2C35.55%2C139.817&center=35.5%2C139.767
Anchorage,US,US ANC,61.2167,-149.9,434,0.01,https://www.econdb.com/maritime/ports/async/US ANC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US ANC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US ANC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US ANC,https://www.econdb.com/maritime/search/?ab=61.166700000000006%2C-149.95000000000002%2C61.2667%2C-149.85&center=61.2167%2C-149.9
Mariel,CU,CU MAR,22.9833,-82.75,435,0.01,https://www.econdb.com/maritime/ports/async/CU MAR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CU MAR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CU MAR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CU MAR,https://www.econdb.com/maritime/search/?ab=22.9333%2C-82.8%2C23.0333%2C-82.7&center=22.9833%2C-82.75
Bandar Abbas,IR,IR BND,27.15,56.2,436,0.01,https://www.econdb.com/maritime/ports/async/IR BND/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IR BND,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IR BND,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IR BND,https://www.econdb.com/maritime/search/?ab=27.099999999999998%2C56.150000000000006%2C27.2%2C56.25&center=27.15%2C56.2
Ijmuiden,NL,NL IJM,52.4667,4.58333,438,0.01,https://www.econdb.com/maritime/ports/async/NL IJM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NL IJM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NL IJM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NL IJM,https://www.econdb.com/maritime/search/?ab=52.416700000000006%2C4.53333%2C52.5167%2C4.63333&center=52.4667%2C4.58333
Puerto Bolivar,EC,EC PBO,-3.26667,-80,439,0.01,https://www.econdb.com/maritime/ports/async/EC PBO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=EC PBO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=EC PBO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=EC PBO,https://www.econdb.com/maritime/search/?ab=-3.31667%2C-80.05%2C-3.21667%2C-79.95&center=-3.26667%2C-80.0
Portsmouth,UK,GB PME,50.8198,-1.08798,440,0.01,https://www.econdb.com/maritime/ports/async/GB PME/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB PME,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB PME,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB PME,https://www.econdb.com/maritime/search/?ab=50.769800000000004%2C-1.13798%2C50.8698%2C-1.03798&center=50.8198%2C-1.08798
West Thurrock,UK,GB LWT,51.4871,0.280591,441,0.01,https://www.econdb.com/maritime/ports/async/GB LWT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB LWT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB LWT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB LWT,https://www.econdb.com/maritime/search/?ab=51.4371%2C0.230591%2C51.537099999999995%2C0.33059099999999997&center=51.4871%2C0.280591
Muara,BN,BN MUA,5.03333,115.067,442,0.01,https://www.econdb.com/maritime/ports/async/BN MUA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BN MUA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BN MUA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BN MUA,https://www.econdb.com/maritime/search/?ab=4.9833300000000005%2C115.017%2C5.08333%2C115.11699999999999&center=5.03333%2C115.067
FORTALEZA,BR,BR FOR,-3.7135,-38.476,443,0.01,https://www.econdb.com/maritime/ports/async/BR FOR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BR FOR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BR FOR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BR FOR,https://www.econdb.com/maritime/search/?ab=-3.7634999999999996%2C-38.525999999999996%2C-3.6635%2C-38.426&center=-3.7135%2C-38.476
Qui Nhon,VN,VN UIH,13.7667,109.233,444,0.01,https://www.econdb.com/maritime/ports/async/VN UIH/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=VN UIH,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=VN UIH,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=VN UIH,https://www.econdb.com/maritime/search/?ab=13.7167%2C109.183%2C13.8167%2C109.283&center=13.7667%2C109.233
Figueira Da Foz,PT,PT FDF,40.15,-8.85,445,0.01,https://www.econdb.com/maritime/ports/async/PT FDF/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PT FDF,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PT FDF,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PT FDF,https://www.econdb.com/maritime/search/?ab=40.1%2C-8.9%2C40.199999999999996%2C-8.799999999999999&center=40.15%2C-8.85
Chiba Ko,JP,JP CHB,35.5833,140.067,446,0.01,https://www.econdb.com/maritime/ports/async/JP CHB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP CHB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP CHB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP CHB,https://www.econdb.com/maritime/search/?ab=35.533300000000004%2C140.017%2C35.6333%2C140.11700000000002&center=35.5833%2C140.067
